ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT,neighborhood
470056110,567900,7408,1002,FERN CT,,LOT 11 ASHBY PLACE,0.0,Johnson Village
440028110,607100,7409,1418,RUGBY AVE,,LOT 11 BK A SOUTHERN PINES,8494.2,Belmont
470056140,626400,7410,1016,ASHBY PL,,LOT 14 ASHBY PLACE,0.0,Fifeville
47A041000,413100,7411,1017,COTTONWOOD RD,,LOT 3 BK D IDLEWOOD,0.0,Belmont
440028120,453900,7412,1414,RUGBY AVE,,LOT 12 BK A SOUTHERN PINES,8189.28,Greenbrier
470002800,465600,7413,1202,CUTLER LN,,LOT 8 WILDER DRIVE,0.0,Venable
440028130,562300,7414,1412,RUGBY AVE,,LOT 13 BK A SOUTHERN PINES,9278.28,Locust Grove
470002500,589600,7415,607,WILDER DR,,LOT 5 WILDER DRIVE,0.0,Rose Hill
47A014000,438800,7416,1013,GLENDALE RD,,LOT 12 BK B IDLEWOOD,0.0,Woolen Mills
470056120,551900,7417,1000,FERN CT,,LOT 12 ASHBY PLACE,0.0,Fry's Spring
47A007000,428600,7418,1016,GLENDALE RD,,LOT 5 BK B IDLEWOOD,0.0,Venable
440028140,477300,7419,1408,RUGBY AVE,,LOT 14 BK A SOUTHERN PINES,8886.24,Belmont
470056300,574600,7420,608,WILDER DR,,LOT 3 ASHBY PLACE,0.0,The Meadows
440028280,584800,7421,1449,WESTWOOD RD,,LOT 28 BK A SOUTHERN PINES,12719.52,Venable
47A017000,449100,7422,701,DELL LN,,LOT 15 BK B IDLEWOOD,0.0,Barracks Road
440028270,454000,7423,1447,WESTWOOD RD,,LOT 27 BK A SOUTHERN PINES,13808.52,Rose Hill
440027000,498800,7424,1404,WESTWOOD RD,,LOT 19 BK B SOUTHERN PINES,8450.64,Lewis Mountain
470056900,594900,7425,1005,FERN CT,,LOT 9 ASHBY PLACE,0.0,Johnson Village
440028260,372000,7426,1443,WESTWOOD RD,,LOT 26 BK A SOUTHERN PINES,11804.76,The Meadows
440028250,400500,7427,1441,WESTWOOD RD,,LOT 25 BK A SOUTHERN PINES,11412.72,Greenbrier
47A042000,415800,7428,1015,COTTONWOOD RD,,LOT 4 BK D IDLEWOOD,0.0,Woolen Mills
470002101,473600,7429,1200,CUTLER LN,,LOT 10 WILDER DRIVE,0.0,Belmont
440028240,837000,7430,1439,WESTWOOD RD,,LOT 24 BK A SOUTHERN PINES,11020.68,Barracks Road
440028230,539500,7431,1435,WESTWOOD RD,,LOT 23 BK A SOUTHERN PINES,10628.64,Venable
47A016000,434600,7432,703,DELL LN,,LOT 14 BK B IDLEWOOD,0.0,Barracks Rugby
440028220,1236000,7433,1433,WESTWOOD RD,,LOT 22 BK A SOUTHERN PINES,10236.6,Greenbrier
440028210,459700,7434,1431,WESTWOOD RD,,LOT 21 BK A SOUTHERN PINES,9844.56,Lewis Mountain
470002700,425100,7435,605,WILDER DR,,LOT 7 WILDER DRIVE,0.0,Starr Hill
440028201,414500,7436,1429,WESTWOOD RD,,LOT 20 BK A SOUTHERN PINES,9452.52,Woolen Mills
47A006000,397700,7437,1014,GLENDALE RD,,LOT 4 BK B IDLEWOOD,0.0,Barracks Road
450008000,287800,7438,1021,BIRDWOOD RD,,LOT 1 BK A COLONIAL HEIGHTS,0.0,10th & Page
440028190,512000,7439,1425,WESTWOOD RD,,LOT 19 BK A SOUTHERN PINES,8886.24,North Downtown
47A015000,468100,7440,705,DELL LN,,LOT 13 BK B IDLEWOOD,0.0,Martha Jefferson
470056150,503200,7441,1014,ASHBY PL,,LOT 15 ASHBY PLACE,0.0,Fry's Spring
440028180,449900,7442,1421,WESTWOOD RD,,LOT 18 BK A SOUTHERN PINES,5662.8,Lewis Mountain
480002600,401900,7443,1021,HOLMES AVE,,LOT 11 BK 4 ALBEMARLE HOMES,0.0,Barracks Rugby
440028000,422900,7444,1406,WESTWOOD RD,,LOT 18 BK B SOUTHERN PINES,8145.72,Venable
440028170,456300,7445,1417,WESTWOOD RD,,LOT 17&PT 16 SOUTHERN PINES,7187.4,North Downtown
440028160,501300,7446,1415,WESTWOOD RD,,PT LOT 16 BK A SOUTHERN PINES,7187.4,Johnson Village
47A043000,600600,7447,1013,COTTONWOOD RD,,LOT 5 BK D IDLEWOOD,0.0,Fry's Spring
440028150,465800,7448,1413,WESTWOOD RD,,LOT 15 BK A SOUTHERN PINES,8145.72,Locust Grove
480002500,417000,7449,1019,HOLMES AVE,,LOT 10 BK 4 ALBEMARLE HOMES,0.0,Martha Jefferson
470002900,563000,7450,603,WILDER DR,,LOT 9 WILDER DRIVE,0.0,The Meadows
470001100,401100,7451,1125,PARK ST,,LOT 1 WILDER DRIVE,0.0,Locust Grove
47A005000,410900,7452,1012,GLENDALE RD,,LOT 3 BK B IDLEWOOD,0.0,Starr Hill
440028450,445300,7453,1408,WESTWOOD RD,,LOT 17 BK B SOUTHERN PINES,6882.48,Starr Hill
470056800,573700,7454,1003,FERN CT,,LOT 8 & PAR Y ASHBY PLACE,0.0,Greenbrier
450009000,414000,7455,1017,BIRDWOOD RD,,LOT 2 BK A COLONIAL HEIGHTS,0.0,Barracks Rugby
470002110,453700,7456,601,WILDER DR,,LOT 11 WILDER DRIVE,0.0,Jefferson Park Avenue
480002400,432300,7457,1017,HOLMES AVE,,LOT 9 BK 4 ALBEMARLE HOMES,0.0,Barracks Rugby
47A044000,468600,7458,1011,COTTONWOOD RD,,LOT 6 BK D IDLEWOOD,0.0,Locust Grove
470053000,664400,7459,602,WILDER DR,,LOT X BK 6 ALBEMARLE HOMES,0.0,Starr Hill
470056160,515400,7460,1012,ASHBY PL,,LOT 16 ASHBY PLACE,0.0,Jefferson Park Avenue
470056700,499300,7461,1001,FERN CT,,LOT 7 ASHBY PLACE,0.0,Woolen Mills
470056600,559600,7462,1007,ASHBY PL,,LOT 6 ASHBY PLACE,0.0,Rose Hill
440028440,428000,7463,1410,WESTWOOD RD,,LOT 16 BK B SOUTHERN PINES,6272.64,Johnson Village
47A001000,482700,7464,700,DELL LN,,LOT 1 BK A IDLEWOOD,0.0,Rose Hill
480002300,444200,7465,1015,HOLMES AVE,,LOT 8 BK 4 ALBEMARLE HOMES,0.0,Fry's Spring
470004000,568900,7466,1117,PARK ST,,1.090 ACRE,0.0,Belmont
450010000,484300,7467,1015,BIRDWOOD RD,,LOT 3 BK A COLONIAL HEIGHTS,0.0,Woolen Mills
440029100,477300,7468,1450,WESTWOOD RD,,LOT B WESTWOOD,8494.2,Rose Hill
47A004000,446800,7469,1010,GLENDALE RD,,LOT 2 BK B IDLEWOOD,0.0,Woolen Mills
470054400,422300,7470,1009,COTTONWOOD RD,,LOT 5 BK 6 ALBEMARLE HOMES,0.0,Lewis Mountain
470056170,547100,7471,1010,ASHBY PL,,LOT 17 ASHBY PLACE,0.0,Starr Hill
440028290,839000,7472,1448,WESTWOOD RD,,LOT 1 BK B SOUTHERN PINES,10628.64,Venable
440028301,517200,7473,1442,WESTWOOD RD,,LOT 2 BK B SOUTHERN PINES,9234.72,Rose Hill
440028310,678200,7474,1440,WESTWOOD RD,,LOT 3 BK B SOUTHERN PINES,9016.92,Locust Grove
47A002000,475400,7475,702,DELL LN,,LOT 2 BK A IDLEWOOD,0.0,Barracks Rugby
470052200,362100,7476,611,NORTH AVE,,LOT 3 BK A NORTHVIEW,0.0,The Meadows
440028320,567900,7477,1438,WESTWOOD RD,,LOT 4 BK B SOUTHERN PINES,8755.56,Fifeville
440028330,424100,7478,1434,WESTWOOD RD,,LOT 5 BK B SOUTHERN PINES,8537.76,Belmont
440028340,301300,7479,1432,WESTWOOD RD,,LOT 6 BK B SOUTHERN PINES,8450.64,Venable
440028350,505300,7480,1430,WESTWOOD RD,,LOT 7 BK B SOUTHERN PINES,8102.16,Belmont
470003000,384700,7481,1121,PARK ST,,LOT,0.0,10th & Page
440028360,459400,7482,1428,WESTWOOD RD,,LOT 8 BK B SOUTHERN PINES,7927.92,North Downtown
440028370,509500,7483,1426,WESTWOOD RD,,LOT 9 BK B SOUTHERN PINES,7710.12,Belmont
440028380,431100,7484,1424,WESTWOOD RD,,LOT 10 BK B SOUTHERN PINES,7840.8,Martha Jefferson
480002200,423500,7485,1013,HOLMES AVE,,LOT 7 BK 4 ALBEMARLE HOMES,0.0,Locust Grove
470052500,512200,7486,1005,ASHBY PL,,LOT 6 BK A NORTHVIEW,0.0,10th & Page
470052000,479300,7487,600,WILDER DR,,LOT 1 BK A NORTHVIEW,0.0,Lewis Mountain
450011000,397500,7488,1011,BIRDWOOD RD,,LOT 4 BK A COLONIAL HEIGHTS,0.0,Lewis Mountain
470056180,563900,7489,1008,ASHBY PL,,LOT 18 ASHBY PLACE,0.0,North Downtown
440029000,374300,7490,1174,ROSE HILL DR,,LOT A WESTWOOD,6098.4,Venable
47A003000,386900,7491,1008,GLENDALE RD,,LOT 1 BK B IDLEWOOD,0.0,Barracks Rugby
480002100,395800,7492,1011,HOLMES AVE,,LOT 6 BK 4 ALBEMARLE HOMES,0.0,Barracks Road
470054300,418600,7493,1007,COTTONWOOD RD,,LOT 4 BK 6 ALBEMARLE HOMES,0.0,Barracks Rugby
470052100,438500,7494,609,NORTH AVE,,LOT 2 BK A NORTHVIEW,0.0,10th & Page
470055400,467800,7495,1008,COTTONWOOD RD,,LOT 5 BK 5 ALBEMARLE HOMES,0.0,Martha Jefferson
450012000,358700,7496,1009,BIRDWOOD RD,,LOT 5 BK A COLONIAL HEIGHTS,0.0,Barracks Rugby
470051100,452100,7497,1126,PARK ST,,LOT 21 BK 3 ALBEMARLE HOMES,0.0,North Downtown
470052300,587000,7498,613,NORTH AVE,,LOT 4 BK A NORTHVIEW,0.0,Belmont
470052800,447000,7499,1006,ASHBY PL,,LOT 3 BK B NORTHVIEW,0.0,North Downtown
480002000,375200,7500,1009,HOLMES AVE,,LOT 5 BK 4 ALBEMARLE HOMES,0.0,Fry's Spring
470052400,463500,7501,615,NORTH AVE,,LOT 5 BK A NORTHVIEW,0.0,Fry's Spring
480001300,446500,7502,1006,GLENDALE RD,,LOT 19 BK 4 ALBEMARLE HOMES,0.0,Greenbrier
470054200,495300,7503,1005,COTTONWOOD RD,,LOT 3 BK 6 ALBEMARLE HOMES,0.0,Johnson Village
440031210,438400,7504,142,WESTWOOD CIR,,LOT 21 RUGBY HEIGHTS,0.0,Jefferson Park Avenue
440031201,411100,7505,140,WESTWOOD CIR,,LOT 20 RUGBY HEIGHTS,0.0,Fry's Spring
440031190,381500,7506,138,WESTWOOD CIR,,LOT 19 RUGBY HEIGHTS,0.0,Venable
440031180,470000,7507,136,WESTWOOD CIR,,LOT 18 RUGBY HEIGHTS,0.0,Fry's Spring
470055300,481800,7508,1006,COTTONWOOD RD,,LOT 4 BK 5 ALBEMARLE HOMES,0.0,Barracks Rugby
450013000,617400,7509,1005,BIRDWOOD RD,,LOT 6 BK A COLONIAL HEIGHTS,0.0,Starr Hill
470051200,396000,7510,606,NORTH AVE,,LOT 19 BK 3 ALBEMARLE HOMES,0.0,Fifeville
440031170,411400,7511,134,WESTWOOD CIR,,LOT 17 RUGBY HEIGHTS,0.0,Locust Grove
470051000,425300,7512,1122,PARK ST,,LOT 20 BK 3 ALBEMARLE HOMES,0.0,Rose Hill
470007000,3607100,7513,1105,PARK ST,,LOT 3.547 ACRES,0.0,10th & Page
470052600,456600,7514,617,NORTH AVE,,LOT 1& PAR X BK B NORTHVIEW,0.0,Locust Grove
480003000,411200,7515,1007,HOLMES AVE,,LOT 4 BK 4 ALBEMARLE HOMES,0.0,Woolen Mills
470051300,463800,7516,608,NORTH AVE,,LOT 18 BK 3 ALBEMARLE HOMES,0.0,Johnson Village
480001200,430400,7517,1004,GLENDALE RD,,LOT 18 BK 4 ALBEMARLE HOMES,0.0,Rose Hill
470052700,443800,7518,619,NORTH AVE,,LOT 2 BK B NORTHVIEW,0.0,Barracks Rugby
440031160,464000,7519,132,WESTWOOD CIR,,LOT 16 RUGBY HEIGHTS,0.0,Martha Jefferson
470051400,431900,7520,610,NORTH AVE,,LOT 17 BK 3 ALBEMARLE HOMES,0.0,The Meadows
470054100,430700,7521,621,NORTH AVE,,LOT 2 BK 6 ALBEMARLE HOMES,0.0,Martha Jefferson
450014000,334800,7522,1003,BIRDWOOD RD,,LOT 7 BK A COLONIAL HEIGHTS,0.0,Belmont
470055200,466500,7523,1004,COTTONWOOD RD,,LOT 3 BK 5 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
480004000,429000,7524,1005,HOLMES AVE,,LOT 3 BK 4 ALBEMARLE HOMES,0.0,Barracks Rugby
450005000,60000,7525,855,HILLCREST RD,,LOT 1 BK C COLONIAL HEIGHTS,0.0,Fry's Spring
470006000,454100,7526,1109,PARK ST,,LOT,0.0,Rose Hill
440031100,434700,7527,100,WESTWOOD CIR,,LOT 1 RUGBY HEIGHTS,0.0,Lewis Mountain
470054000,393900,7528,623,NORTH AVE,,LOT 1 BK 6 ALBEMARLE HOMES,0.0,Fry's Spring
470051500,487500,7529,612,NORTH AVE,,LOT 16 BK 3 ALBEMARLE HOMES,0.0,10th & Page
440031220,505800,7530,101,WESTWOOD CIR,,LOT 22 RUGBY HEIGHTS,0.0,The Meadows
440031310,478300,7531,119,WESTWOOD CIR,,LOT 31 RUGBY HEIGHTS,0.0,Johnson Village
480001100,488400,7532,1002,GLENDALE RD,,LOT 17 BK 4 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
470051600,457400,7533,614,NORTH AVE,,LOT 15 BK 3 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
480005000,442300,7534,1003,HOLMES AVE,,LOT 2 BK 4 ALBEMARLE HOMES,0.0,Starr Hill
450015000,391700,7535,1001,BIRDWOOD RD,,LOT 8 BK A COLONIAL HEIGHTS,0.0,Woolen Mills
440031150,504400,7536,130,WESTWOOD CIR,,LOT 15 RUGBY HEIGHTS,0.0,North Downtown
470055100,433600,7537,1002,COTTONWOOD RD,,LOT 2 BK 5 ALBEMARLE HOMES,0.0,Greenbrier
470051700,436100,7538,616,NORTH AVE,,LOT 14 BK 3 ALBEMARLE HOMES,0.0,The Meadows
440031200,432600,7539,102,WESTWOOD CIR,,LOT 2 RUGBY HEIGHTS,0.0,Barracks Road
480001000,420700,7540,701,NORTH AVE,,LOT 16 BK 4 ALBEMARLE HOMES,0.0,Lewis Mountain
440031230,502500,7541,103,WESTWOOD CIR,,LOT 23 RUGBY HEIGHTS,0.0,Starr Hill
470051800,532600,7542,618,NORTH AVE,,LOT 13 BK 3 ALBEMARLE HOMES,0.0,Johnson Village
440031301,429900,7543,117,WESTWOOD CIR,,LOT 30 & PAR X RUGBY HGTS,0.0,The Meadows
480006000,429500,7544,1001,HOLMES AVE,,LOT 1 BK 4 ALBEMARLE HOMES,0.0,Locust Grove
470050100,1939100,7545,0,PARK ST,,6.518 ACRES,283924.08,Martha Jefferson
440031140,483400,7546,128,WESTWOOD CIR,,LOT 14 RUGBY HEIGHTS,0.0,Starr Hill
450016240,354100,7547,101,BIRDWOOD CT,,LOT 24 BIRDWOOD COURT,0.0,The Meadows
470055000,474900,7548,1000,COTTONWOOD RD,,LOT 1 BK 5 ALBEMARLE HOMES,0.0,Johnson Village
470051900,453000,7549,620,NORTH AVE,,LOT 12 BK 3 ALBEMARLE HOMES,0.0,Starr Hill
440031300,433600,7550,104,WESTWOOD CIR,,LOT 3 RUGBY HEIGHTS,0.0,Fifeville
470007100,8902000,7551,1025,PARK ST,,MACAA REDEVELOPMENT OPEN SPACE,204165.72,10th & Page
450016230,364200,7552,103,BIRDWOOD CT,,LOT 23 BIRDWOOD COURT,0.0,Fifeville
440031240,494200,7553,105,WESTWOOD CIR,,LOT 24 RUGBY HEIGHTS,0.0,10th & Page
440031290,422800,7554,115,WESTWOOD CIR,,LOT 29 RUGBY HEIGHTS,0.0,Belmont
470051101,448200,7555,622,NORTH AVE,,LOT 11 BK 3 ALBEMARLE HOMES,0.0,Barracks Rugby
450016220,346900,7556,105,BIRDWOOD CT,,LOT 22 BIRDWOOD COURT,0.0,Martha Jefferson
440031400,410200,7557,106,WESTWOOD CIR,,LOT 4 RUGBY HEIGHTS,0.0,Lewis Mountain
470051110,452200,7558,624,NORTH AVE,,LOT 10 BK 3 ALBEMARLE HOMES,0.0,Fifeville
440031250,469300,7559,107,WESTWOOD CIR,,LOT 25 RUGBY HEIGHTS,0.0,Barracks Road
470049000,571500,7560,1108,PARK ST,,LOT B,0.0,Barracks Road
440031280,431100,7561,113,WESTWOOD CIR,,LOT 28 RUGBY HEIGHTS,0.0,Venable
450016210,348200,7562,107,BIRDWOOD CT,,LOT 21 BIRDWOOD COURT,0.0,Barracks Rugby
470051120,422900,7563,626,NORTH AVE,,LOT 9 BK 3 ALBEMARLE HOMES,0.0,Venable
450016310,0,7564,100,BIRDWOOD CT,,TOT LOT-BIRDWOOD,0.0,Lewis Mountain
440031500,485100,7565,108,WESTWOOD CIR,,LOT 5 RUGBY HEIGHTS,0.0,Lewis Mountain
440031130,469900,7566,124,WESTWOOD CIR,,LOT 13 RUGBY HEIGHTS,0.0,Lewis Mountain
440031260,583700,7567,109,WESTWOOD CIR,,LOT 26 RUGBY HEIGHTS,0.0,Belmont
470051130,353300,7568,628,NORTH AVE,,LOT 8 BK 3 ALBEMARLE HOMES,0.0,10th & Page
440031270,434100,7569,111,WESTWOOD CIR,,LOT 27 RUGBY HEIGHTS,0.0,10th & Page
480009000,420400,7570,810,NORTH AVE,,LOT 4A BK 3 ALBEMARLE HOMES,0.0,Barracks Road
480007000,476800,7571,812,NORTH AVE,,LOT 5A BK 3 ALBEMARLE HOMES,0.0,Starr Hill
450016201,329900,7572,109,BIRDWOOD CT,,LOT 20 BIRDWOOD COURT,0.0,Martha Jefferson
470051150,468700,7573,700,NORTH AVE,,LOT 6 BK 3 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
480010000,449700,7574,808,NORTH AVE,,LOT 3 BK 3 ALBEMARLE HOMES,0.0,Martha Jefferson
470051140,495500,7575,630,NORTH AVE,,LOT 7 BK 3 ALBEMARLE HOMES,0.0,Rose Hill
440031600,412800,7576,110,WESTWOOD CIR,,LOT 6 RUGBY HEIGHTS,0.0,Locust Grove
450016190,305800,7577,111,BIRDWOOD CT,,LOT 19 BIRDWOOD COURT,0.0,Lewis Mountain
470008000,1337100,7578,1021,PARK ST,,LOT,0.0,Belmont
440031120,494900,7579,122,WESTWOOD CIR,,LOT 12 RUGBY HEIGHTS,0.0,Lewis Mountain
450016250,352300,7580,108,BIRDWOOD CT,,LOT 25 BIRDWOOD COURT,0.0,Woolen Mills
480076000,1058000,7581,1001,SHERIDAN AVE,,5.290 ACRES & PARCEL Z,0.0,Locust Grove
440031700,465200,7582,112,WESTWOOD CIR,,LOT 7 RUGBY HEIGHTS,0.0,Lewis Mountain
450016180,349800,7583,113,BIRDWOOD CT,,LOT 18 BIRDWOOD COURT,0.0,North Downtown
470047000,737300,7584,1106,PARK ST,,PARCEL A,0.0,Woolen Mills
450016100,392600,7585,147,BIRDWOOD CT,,LOT 1 BIRDWOOD COURT,0.0,The Meadows
440031110,461900,7586,120,WESTWOOD CIR,,LOT 11 RUGBY HEIGHTS,0.0,The Meadows
450016260,348100,7587,110,BIRDWOOD CT,,LOT 26 BIRDWOOD COURT,0.0,Jefferson Park Avenue
450024000,463800,7588,807,HILLCREST RD,,LOT 6 BK C COLONIAL HEIGHTS,0.0,Rose Hill
440031800,511900,7589,114,WESTWOOD CIR,,LOT 8 RUGBY HEIGHTS,0.0,Venable
440031101,491000,7590,118,WESTWOOD CIR,,LOT 10 RUGBY HEIGHTS,0.0,Venable
440031900,509400,7591,116,WESTWOOD CIR,,LOT 9 RUGBY HEIGHTS,0.0,Johnson Village
450016301,333700,7592,142,BIRDWOOD CT,,LOT 30 BIRDWOOD COURT,0.0,Martha Jefferson
450016200,397900,7593,145,BIRDWOOD CT,,LOT 2 BIRDWOOD COURT,0.0,Lewis Mountain
450016170,341900,7594,115,BIRDWOOD CT,,LOT 17 BIRDWOOD COURT,0.0,Fifeville
450017100,343200,7595,1210,EDGE HILL RD,,LOT 5 BK D COLONIAL HEIGHTS,0.0,Greenbrier
450016270,339100,7596,124,BIRDWOOD CT,,LOT 27 BIRDWOOD COURT,0.0,North Downtown
450016280,326900,7597,126,BIRDWOOD CT,,LOT 28 BIRDWOOD COURT,0.0,Woolen Mills
450016290,340900,7598,140,BIRDWOOD CT,,LOT 29 BIRDWOOD COURT,0.0,Martha Jefferson
450023000,490300,7599,805,HILLCREST RD,,LOT 7 BK C COLONIAL HEIGHTS,0.0,Johnson Village
450016160,341000,7600,117,BIRDWOOD CT,,LOT 16 BIRDWOOD COURT,0.0,The Meadows
450016300,351800,7601,143,BIRDWOOD CT,,LOT 3 BIRDWOOD COURT,0.0,North Downtown
450017200,340300,7602,1208,EDGE HILL RD,,"LOTS 6A&6B,PAR X&Y BK D COL HG",0.0,Venable
450016150,329000,7603,119,BIRDWOOD CT,,LOT 15 BIRDWOOD COURT,0.0,Jefferson Park Avenue
450016400,355500,7604,141,BIRDWOOD CT,,LOT 4 BIRDWOOD COURT,0.0,Jefferson Park Avenue
470048700,899600,7605,930,MARSHALL ST,,LOT 7 PARKSIDE,0.0,Belmont
470046000,475000,7606,1100,PARK ST,,LOT,0.0,The Meadows
470047100,479400,7607,605,DAVIS AVE,,LOT 1 BK B SEC 2 MAPLE HILL,0.0,Belmont
470011000,446300,7608,1023,PARK ST,,LOT 1,0.0,Barracks Road
450022100,483900,7609,803,HILLCREST RD,,LOT 8 BK C COLONIAL HEIGHTS,0.0,Fry's Spring
450016500,307600,7610,139,BIRDWOOD CT,,LOT 5 BIRDWOOD COURT,0.0,Jefferson Park Avenue
450016140,334700,7611,121,BIRDWOOD CT,,LOT 14 BIRDWOOD COURT,0.0,Starr Hill
450018000,355100,7612,1204,EDGE HILL RD,,PT LOT 7 BK D COLONIAL HEIGHTS,0.0,Barracks Road
470048800,813000,7613,928,MARSHALL ST,,LOT 8 PARKSIDE,0.0,10th & Page
470047200,543500,7614,607,DAVIS AVE,,LOT 2 BK B SEC 2 MAPLE HILL,0.0,Barracks Road
450016130,330700,7615,123,BIRDWOOD CT,,LOT 13 BIRDWOOD COURT,0.0,Fry's Spring
450016600,350200,7616,137,BIRDWOOD CT,,LOT 6 BIRDWOOD COURT,0.0,10th & Page
470048900,701200,7617,926,MARSHALL ST,,LOT 9 PARKSIDE,0.0,Locust Grove
450017000,401500,7618,100,EDGE HILL RD,,LOT A BK D COLONIAL HEIGHTS,13939.2,Locust Grove
450016120,342300,7619,125,BIRDWOOD CT,,LOT 12 BIRDWOOD COURT,0.0,Locust Grove
470012000,1004900,7620,1007,PARK ST,,LOT 2,0.0,Venable
450016700,343600,7621,135,BIRDWOOD CT,,LOT 7 BIRDWOOD COURT,0.0,Locust Grove
450022000,415900,7622,201,HILLCREST RD,,LOT 9 BK C COLONIAL HEIGHTS,0.0,Barracks Road
450016110,354400,7623,127,BIRDWOOD CT,,LOT 11 BIRDWOOD COURT,0.0,10th & Page
470017000,2853600,7624,828,MCINTIRE RD,,LOT 2,67256.64,Barracks Rugby
470048101,634600,7625,924,MARSHALL ST,,LOT 10 & PARCEL Y PARKSIDE,0.0,Barracks Road
450019000,675300,7626,202,HILLCREST RD,,PT LOT 8 BK D COLONIAL HEIGHTS,0.0,10th & Page
450016101,349100,7627,129,BIRDWOOD CT,,LOT 10A BIRDWOOD COURT,0.0,Starr Hill
450016800,364800,7628,133,BIRDWOOD CT,,LOT 8A BIRDWOOD COURT,0.0,Locust Grove
470047300,437600,7629,609,DAVIS AVE,,LOT 3 BK B SEC 2 MAPLE HILL,0.0,Martha Jefferson
470048600,721300,7630,925,MARSHALL ST,,LOT 6 PARKSIDE,0.0,Venable
450016900,346700,7631,131,BIRDWOOD CT,,LOT 9A BIRDWOOD COURT,0.0,Locust Grove
450017400,574600,7632,0,EDGE HILL RD,,LOT B & STR BK D COLONIAL HGTS,19950.48,Belmont
470045200,447200,7633,1012,PARK ST,,LOT 2,0.0,Jefferson Park Avenue
470013000,425100,7634,1005,PARK ST,,LOT 3,0.0,Rose Hill
450021000,441300,7635,203,HILLCREST RD,,LOT 10 BK C COLONIAL HEIGHTS,0.0,Starr Hill
450019100,347700,7636,206,HILLCREST RD,,LOT 9 & STR BK D COLONIAL HGTS,0.0,Woolen Mills
470047400,576500,7637,613,DAVIS AVE,,LOT 1 BK C SEC 2 MAPLE HILL,0.0,North Downtown
470014000,833700,7638,1003,PARK ST,,LOT 4,0.0,Woolen Mills
470045300,430600,7639,604,DAVIS AVE,,LOT 3,0.0,Johnson Village
470048500,726100,7640,923,MARSHALL ST,,LOT 5 PARKSIDE,0.0,Woolen Mills
470045100,528400,7641,1010,PARK ST,,LOT 1,0.0,Belmont
470047500,555600,7642,617,DAVIS AVE,,LOT 2 BK C SEC 2 MAPLE HILL,0.0,Johnson Village
450020000,114000,7643,0,HILLCREST RD,,LOT 11 BK C COLONIAL HEIGHTS,0.0,Locust Grove
470048400,932500,7644,921,MARSHALL ST,,"LOT 4,PARCEL X PARKSIDE",0.0,Woolen Mills
470048300,614700,7645,919,MARSHALL ST,,"LOT 3,PARCEL Y PARKSIDE",0.0,Fry's Spring
470047600,497700,7646,621,DAVIS AVE,,LOT 3 BK C SEC 2 MAPLE HILL,0.0,Rose Hill
470045400,585200,7647,608,DAVIS AVE,,LOT 4,0.0,North Downtown
470016300,396200,7648,513,250 BYPASS,,LOT 5,0.0,Woolen Mills
470018100,1291000,7649,501,PARK HILL,,LOT A,0.0,Locust Grove
470048200,776800,7650,917,MARSHALL ST,,LOT 2 PARKSIDE,0.0,Fry's Spring
470047700,496300,7651,625,DAVIS AVE,,LOT 4 BK C SEC 2 MAPLE HILL,0.0,Venable
470044000,450100,7652,1006,PARK ST,,PT LOTS 1 & 2 PARK PLACE,0.0,10th & Page
470045500,615400,7653,612,DAVIS AVE,,LOT 5 MAPLE HILL,0.0,Martha Jefferson
470016200,324700,7654,517,250 BYPASS,,LOT 4,0.0,Rose Hill
470047800,570400,7655,627,DAVIS AVE,,LOT 5 BK C SEC 2 MAPLE HILL,0.0,Venable
470019000,961000,7656,502,PARK HILL,,LOT 1,0.0,The Meadows
470043100,519400,7657,1002,PARK ST,,LOT A PARK PLACE,0.0,Barracks Road
470045600,432000,7658,616,DAVIS AVE,,LOT 6 BK A SEC 2 MAPLE HILL,0.0,Johnson Village
470015000,375500,7659,1001,PARK ST,,LOT 1,0.0,Starr Hill
470043000,1489900,7660,603,WATSON AVE,,LOT 3 PARK PLACE,0.0,Belmont
470047900,593000,7661,631,DAVIS AVE,,LOT 6 BK C SEC 2 MAPLE HILL,0.0,Jefferson Park Avenue
470036000,799400,7662,620,DAVIS AVE,,LOT 7 & 7A MAPLE HILL,0.0,Greenbrier
470043200,506700,7663,1000,PARK ST,,LOT B PARK PLACE,0.0,Martha Jefferson
470016000,324900,7664,907,PARK ST,,LOT 2,0.0,Greenbrier
470048100,165000,7665,915,MARSHALL ST,,LOT 1 PARKSIDE,0.0,10th & Page
470020100,599400,7666,505,PARK HILL,,"LOT C, PARCELS  W & Z",0.0,Locust Grove
470042000,768000,7667,605,WATSON AVE,,LOT A PARK PLACE,0.0,10th & Page
470035000,660100,7668,624,DAVIS AVE,,LOT MAPLE HILL,0.0,Jefferson Park Avenue
470047101,520800,7669,635,DAVIS AVE,,LOT 7 BK C SEC 2 MAPLE HILL,0.0,North Downtown
470016100,393400,7670,901,PARK ST,,LOT 3,0.0,Starr Hill
470041000,525800,7671,607,WATSON AVE,,LOT B PARK PLACE,0.0,Barracks Road
